No,Sheet,VN Word,VN(A),VN(B),JP Word,JP(A),JP(B),EN Word,EN(A),EN(B),Tag
477,Business Strategy,Thăng chức,Ai được thăng chức?,"Anh Minh, lên trưởng phòng.",<ruby>昇進<rt>しょうしん</rt></ruby>する,<ruby>誰<rt>だれ</rt></ruby>が<ruby>昇進<rt>しょうしん</rt></ruby>した？,ミンさん、<ruby>部長<rt>ぶちょう</rt></ruby>に。,Promotion,Who got promoted?,"Minh, to department head.",HR
478,Business Strategy,Nghỉ việc,Anh ấy nghỉ việc rồi hả?,"Ừ, tháng trước.",<ruby>退職<rt>たいしょく</rt></ruby>する,あの<ruby>人<rt>ひと</rt></ruby><ruby>辞<rt>や</rt></ruby>めた？,うん、<ruby>先月<rt>せんげつ</rt></ruby>。,To resign,He quit?,"Yeah, last month.",HR
479,Business Strategy,Đào tạo,Có chương trình đào tạo không?,"Có, tuần sau bắt đầu.",<ruby>研修<rt>けんしゅう</rt></ruby>,<ruby>研修<rt>けんしゅう</rt></ruby>プログラムある？,あるよ、<ruby>来週<rt>らいしゅう</rt></ruby>から。,Training,Any training program?,"Yes, starts next week.",HR
480,Business Strategy,Làm việc nhóm,Làm việc nhóm hiệu quả không?,Rất hiệu quả.,チームワーク,チームワークはうまく<ruby>行<rt>い</rt></ruby>ってる？,とてもうまく<ruby>行<rt>い</rt></ruby>ってる。,Teamwork,Teamwork going well?,Very well.,HR
481,Business Strategy,Làm từ xa,Có được làm từ xa không?,"Được, 2 ngày/tuần.",リモートワーク,リモートワークできる？,できるよ、<ruby>週<rt>しゅう</rt></ruby>2<ruby>日<rt>にち</rt></ruby>。,Remote work,Can we work remote?,"Yes, 2 days/week.",HR
482,Business Strategy,Đánh giá,Đánh giá hiệu suất khi nào?,Mỗi quý.,<ruby>評価<rt>ひょうか</rt></ruby>する,<ruby>人事<rt>じんじ</rt></ruby><ruby>評価<rt>ひょうか</rt></ruby>はいつ？,<ruby>毎<rt>まい</rt></ruby><ruby>四半期<rt>しはんき</rt></ruby>。,Evaluation,Performance review when?,Every quarter.,HR
483,Business Strategy,Công nghệ,Dùng công nghệ gì?,AI và blockchain.,<ruby>技術<rt>ぎじゅつ</rt></ruby>,どんな<ruby>技術<rt>ぎじゅつ</rt></ruby>を<ruby>使<rt>つか</rt></ruby>う？,AIとブロックチェーン。,Technology,What tech do you use?,AI and blockchain.,Tech
484,Business Strategy,Phần mềm,Phần mềm nào tốt?,Dùng Slack và Notion.,ソフトウェア,どのソフトがいい？,SlackとNotionを<ruby>使<rt>つか</rt></ruby>ってる。,Software,What software is good?,Using Slack and Notion.,Tech
485,Business Strategy,Hệ thống,Hệ thống bị lỗi.,"Đang sửa, 1 giờ nữa xong.",システム,システムにエラーが。,<ruby>修正中<rt>しゅうせいちゅう</rt></ruby>、あと1<ruby>時間<rt>じかん</rt></ruby>。,System,System error.,"Fixing, 1 hour left.",Tech
486,Business Strategy,Đám mây,Lưu trên đám mây không?,"Rồi, dùng AWS.",クラウド,クラウドに<ruby>保存<rt>ほぞん</rt></ruby>してる？,はい、AWSで。,Cloud,Stored on cloud?,"Yes, using AWS.",Tech
487,Business Strategy,Bảo mật,Bảo mật thế nào?,Mã hóa end-to-end.,セキュリティ,セキュリティは？,エンドツーエンド<ruby>暗号化<rt>あんごうか</rt></ruby>。,Security,How's security?,End-to-end encryption.,Tech
488,Business Strategy,Sao lưu,Đã sao lưu chưa?,Sao lưu tự động mỗi ngày.,バックアップ,バックアップした？,<ruby>毎日<rt>まいにち</rt></ruby><ruby>自動<rt>じどう</rt></ruby>バックアップ。,Backup,Backed up?,Auto backup daily.,Tech
489,Business Strategy,Cập nhật,Cần cập nhật phần mềm.,Cập nhật khi nào?,アップデート,ソフトをアップデートしないと。,いつアップデートする？,Update,Need to update software.,When to update?,Tech
490,Business Strategy,API,Kết nối qua API được không?,"Được, tài liệu API đây.",API,APIで<ruby>接続<rt>せつぞく</rt></ruby>できる？,できるよ、APIドキュメントはこれ。,API,Can we connect via API?,"Yes, here's the API docs.",Tech
491,Business Strategy,AI,Dùng AI cho dự án này?,"Đúng, AI phân tích dữ liệu.",AI,このプロジェクトにAIを？,はい、AIでデータ<ruby>分析<rt>ぶんせき</rt></ruby>。,AI,Use AI for this project?,"Yes, AI data analysis.",Tech
492,Business Strategy,Máy tính lượng tử,Nghiên cứu lượng tử đến đâu?,Đang phát triển thuật toán.,<ruby>量子<rt>りょうし</rt></ruby>コンピュータ,<ruby>量子<rt>りょうし</rt></ruby><ruby>研究<rt>けんきゅう</rt></ruby>の<ruby>進捗<rt>しんちょく</rt></ruby>は？,アルゴリズム<ruby>開発中<rt>かいはつちゅう</rt></ruby>。,Quantum computing,Quantum research progress?,Developing algorithms.,Tech
493,Business Strategy,Bán dẫn,Ngành bán dẫn thế nào?,Đang tăng trưởng mạnh.,<ruby>半導体<rt>はんどうたい</rt></ruby>,<ruby>半導体<rt>はんどうたい</rt></ruby><ruby>業界<rt>ぎょうかい</rt></ruby>は？,<ruby>力強<rt>ちからづよ</rt></ruby>く<ruby>成長中<rt>せいちょうちゅう</rt></ruby>。,Semiconductor,Semiconductor industry?,Growing strongly.,Tech
494,Business Strategy,Dữ liệu lớn,Phân tích dữ liệu lớn.,Dùng công cụ gì?,ビッグデータ,ビッグデータ<ruby>分析<rt>ぶんせき</rt></ruby>をする。,どんなツールで？,Big data,Analyze big data.,What tools?,Tech
495,Business Strategy,Mạng,Mạng bị chậm.,Khởi động lại router nhé.,ネットワーク,ネットワークが<ruby>遅<rt>おそ</rt></ruby>い。,ルーターを<ruby>再起動<rt>さいきどう</rt></ruby>しよう。,Network,Network is slow.,Restart the router.,Tech
496,Business Strategy,Máy chủ,Máy chủ bị sập.,Đang khởi động lại.,サーバー,サーバーがダウンした。,<ruby>再起動<rt>さいきどう</rt></ruby><ruby>中<rt>ちゅう</rt></ruby>。,Server,Server is down.,Restarting now.,Tech
497,Business Strategy,Tích hợp,Tích hợp hai hệ thống.,Mất bao lâu?,<ruby>統合<rt>とうごう</rt></ruby>する,2つのシステムを<ruby>統合<rt>とうごう</rt></ruby>する。,どのくらいかかる？,Integration,Integrate two systems.,How long?,Tech
498,Daily Food,Phở,Ăn gì?,Ăn phở bò đi.,フォー,<ruby>何<rt>なに</rt></ruby><ruby>食<rt>た</rt></ruby>べる？,<ruby>牛肉<rt>ぎゅうにく</rt></ruby>フォーにしよう。,Pho,What to eat?,Let's have beef pho.,Food
499,Daily Food,Bún chả,Bún chả là gì?,"Bún với thịt nướng, đặc sản Hà Nội.",ブンチャー,ブンチャーって<ruby>何<rt>なに</rt></ruby>？,<ruby>焼<rt>や</rt></ruby>き<ruby>肉<rt>にく</rt></ruby>と<ruby>麺<rt>めん</rt></ruby>、ハノイの<ruby>名物<rt>めいぶつ</rt></ruby>。,Bun cha,What's bun cha?,"Grilled pork & noodles, Hanoi specialty.",Food
500,Daily Food,Bánh mì,Bánh mì ở đâu ngon?,"Quán Hùng, ngon nhất.",バインミー,<ruby>美味<rt>おい</rt></ruby>しいバインミーはどこ？,フンさんの<ruby>店<rt>みせ</rt></ruby>が<ruby>一番<rt>いちばん</rt></ruby>。,Banh mi,Best banh mi where?,"Hung's, the best.",Food
501,Daily Food,Gỏi cuốn,Gỏi cuốn có gì?,"Tôm, thịt, rau, cuốn bánh tráng.",<ruby>生春巻<rt>なまはるま</rt></ruby>き,<ruby>生春巻<rt>なまはるま</rt></ruby>きの<ruby>中身<rt>なかみ</rt></ruby>は？,エビ、<ruby>肉<rt>にく</rt></ruby>、<ruby>野菜<rt>やさい</rt></ruby>をライスペーパーで<ruby>巻<rt>ま</rt></ruby>く。,Spring rolls,What's in spring rolls?,"Shrimp, pork, veggies in rice paper.",Food
502,Daily Food,Cơm tấm,Cơm tấm là gì?,Cơm gạo tấm với sườn nướng.,コムタム,コムタムって<ruby>何<rt>なに</rt></ruby>？,<ruby>砕<rt>くだ</rt></ruby>き<ruby>米<rt>こめ</rt></ruby>と<ruby>焼<rt>や</rt></ruby>きスペアリブ。,Broken rice,What's com tam?,Broken rice with grilled ribs.,Food
503,Daily Food,Bánh xèo,Bánh xèo giòn không?,"Giòn lắm, chấm nước mắm.",バインセオ,バインセオはサクサク？,サクサク、ヌクマムにつけて。,Vietnamese crepe,Is banh xeo crispy?,"Very crispy, dip in fish sauce.",Food
504,Daily Food,Lẩu,Tối nay ăn gì?,"Ăn lẩu nhé, đông người vui.",<ruby>鍋<rt>なべ</rt></ruby>,<ruby>今夜<rt>こんや</rt></ruby><ruby>何<rt>なに</rt></ruby><ruby>食<rt>た</rt></ruby>べる？,<ruby>鍋<rt>なべ</rt></ruby>にしよう、みんなで<ruby>楽<rt>たの</rt></ruby>しい。,Hot pot,What to eat tonight?,"Hot pot, fun with everyone.",Food
505,Daily Food,Bún bò Huế,Bún bò Huế cay không?,"Cay, nhưng ngon lắm.",ブンボーフエ,ブンボーフエは<ruby>辛<rt>から</rt></ruby>い？,<ruby>辛<rt>から</rt></ruby>いけど<ruby>美味<rt>おい</rt></ruby>しい。,Hue beef noodle,Is bun bo Hue spicy?,Spicy but delicious.,Food
506,Daily Food,Cháo,Bị ốm ăn gì?,Ăn cháo gà đi.,おかゆ,<ruby>具合<rt>ぐあい</rt></ruby><ruby>悪<rt>わる</rt></ruby>い<ruby>時<rt>とき</rt></ruby><ruby>何<rt>なに</rt></ruby><ruby>食<rt>た</rt></ruby>べる？,<ruby>鶏<rt>とり</rt></ruby>がゆにしよう。,Rice porridge,What to eat when sick?,Chicken porridge.,Food
507,Daily Food,Xôi,Sáng ăn gì?,"Xôi gà đi, nhanh lắm.",おこわ,<ruby>朝<rt>あさ</rt></ruby><ruby>何<rt>なに</rt></ruby><ruby>食<rt>た</rt></ruby>べる？,<ruby>鶏<rt>とり</rt></ruby>おこわ、<ruby>早<rt>はや</rt></ruby>いよ。,Sticky rice,Breakfast?,"Chicken sticky rice, quick.",Food
508,Daily Food,Nướng,Nướng gì?,Nướng thịt bò và hải sản.,<ruby>焼<rt>や</rt></ruby>く,<ruby>何<rt>なに</rt></ruby>を<ruby>焼<rt>や</rt></ruby>く？,<ruby>牛肉<rt>ぎゅうにく</rt></ruby>と<ruby>海鮮<rt>かいせん</rt></ruby>を。,To grill,Grill what?,Beef and seafood.,Cooking
509,Daily Food,Chiên,Chiên hay hấp?,Chiên giòn đi.,<ruby>揚<rt>あ</rt></ruby>げる,<ruby>揚<rt>あ</rt></ruby>げる？<ruby>蒸<rt>む</rt></ruby>す？,カリッと<ruby>揚<rt>あ</rt></ruby>げて。,To fry,Fry or steam?,Deep fry crispy.,Cooking
510,Daily Food,Xào,Xào rau gì?,Xào rau muống tỏi.,<ruby>炒<rt>いた</rt></ruby>める,<ruby>何<rt>なに</rt></ruby>を<ruby>炒<rt>いた</rt></ruby>める？,<ruby>空心菜<rt>くうしんさい</rt></ruby>をにんにく<ruby>炒<rt>いた</rt></ruby>めで。,To stir-fry,Stir-fry what?,Garlic morning glory.,Cooking
511,Daily Food,Hấp,Cá hấp hay chiên?,"Hấp đi, healthy hơn.",<ruby>蒸<rt>む</rt></ruby>す,<ruby>魚<rt>さかな</rt></ruby>は<ruby>蒸<rt>む</rt></ruby>す？<ruby>揚<rt>あ</rt></ruby>げる？,<ruby>蒸<rt>む</rt></ruby>そう、ヘルシー。,To steam,Steam or fry fish?,"Steam, healthier.",Cooking
512,Daily Food,Luộc,Luộc hay kho?,"Luộc thôi, đơn giản.",<ruby>茹<rt>ゆ</rt></ruby>でる,<ruby>茹<rt>ゆ</rt></ruby>でる？<ruby>煮<rt>に</rt></ruby>る？,<ruby>茹<rt>ゆ</rt></ruby>でよう、シンプルに。,To boil,Boil or braise?,"Just boil, simple.",Cooking
513,Daily Food,Nước mắm,Nước mắm ngon không?,"Ngon, đặc sản Phú Quốc.",ヌクマム,ヌクマムは<ruby>美味<rt>おい</rt></ruby>しい？,<ruby>美味<rt>おい</rt></ruby>しい、フーコック<ruby>名産<rt>めいさん</rt></ruby>。,Fish sauce,Is fish sauce good?,"Delicious, Phu Quoc specialty.",Condiment
514,Daily Food,Tương ớt,Thêm tương ớt không?,Thêm một chút.,チリソース,チリソース<ruby>足<rt>た</rt></ruby>す？,ちょっとだけ。,Chili sauce,Add chili sauce?,Just a little.,Condiment
515,Daily Food,Cơm,Ăn cơm hay mì?,Cơm đi.,ご<ruby>飯<rt>はん</rt></ruby>,ご<ruby>飯<rt>はん</rt></ruby>か<ruby>麺<rt>めん</rt></ruby>か？,ご<ruby>飯<rt>はん</rt></ruby>で。,Rice,Rice or noodles?,Rice.,Ingredient
516,Daily Food,Thịt bò,Thịt bò hay thịt heo?,Thịt bò đi.,<ruby>牛肉<rt>ぎゅうにく</rt></ruby>,<ruby>牛肉<rt>ぎゅうにく</rt></ruby>か<ruby>豚肉<rt>ぶたにく</rt></ruby>か？,<ruby>牛肉<rt>ぎゅうにく</rt></ruby>で。,Beef,Beef or pork?,Beef.,Ingredient
517,Daily Food,Thịt heo,Thịt heo nấu gì?,Kho tộ đi.,<ruby>豚肉<rt>ぶたにく</rt></ruby>,<ruby>豚肉<rt>ぶたにく</rt></ruby>で<ruby>何<rt>なに</rt></ruby><ruby>作<rt>つく</rt></ruby>る？,<ruby>豚<rt>ぶた</rt></ruby>の<ruby>煮<rt>に</rt></ruby><ruby>付<rt>つ</rt></ruby>け。,Pork,Cook pork how?,Caramelized clay pot.,Ingredient
518,Daily Food,Gà,Gà chiên hay gà luộc?,"Gà luộc, chấm muối tiêu chanh.",<ruby>鶏肉<rt>とりにく</rt></ruby>,フライドチキンか<ruby>茹<rt>ゆ</rt></ruby>で<ruby>鶏<rt>とり</rt></ruby>か？,<ruby>茹<rt>ゆ</rt></ruby>で<ruby>鶏<rt>とり</rt></ruby>、<ruby>塩<rt>しお</rt></ruby>こしょうレモンで。,Chicken,Fried or boiled chicken?,"Boiled, with salt-pepper-lime.",Ingredient
519,Daily Food,Cá,Cá gì ngon?,Cá basa kho tộ.,<ruby>魚<rt>さかな</rt></ruby>,<ruby>美味<rt>おい</rt></ruby>しい<ruby>魚<rt>さかな</rt></ruby>は？,バサの<ruby>煮<rt>に</rt></ruby><ruby>付<rt>つ</rt></ruby>け。,Fish,What fish is good?,Braised basa fish.,Ingredient
520,Daily Food,Tôm,Tôm tươi không?,"Tươi, mới bắt sáng nay.",エビ,エビは<ruby>新鮮<rt>しんせん</rt></ruby>？,<ruby>新鮮<rt>しんせん</rt></ruby>、<ruby>今朝<rt>けさ</rt></ruby><ruby>獲<rt>と</rt></ruby>れたよ。,Shrimp,Fresh shrimp?,"Fresh, caught this morning.",Ingredient
521,Daily Food,Trứng,Trứng ốp la hay trứng luộc?,Ốp la đi.,<ruby>卵<rt>たまご</rt></ruby>,<ruby>目玉<rt>めだま</rt></ruby><ruby>焼<rt>や</rt></ruby>きか<ruby>茹<rt>ゆ</rt></ruby>で<ruby>卵<rt>たまご</rt></ruby>か？,<ruby>目玉<rt>めだま</rt></ruby><ruby>焼<rt>や</rt></ruby>きで。,Egg,Sunny-side up or boiled?,Sunny-side up.,Ingredient
522,Daily Food,Rau,Ăn rau gì?,Rau muống xào tỏi.,<ruby>野菜<rt>やさい</rt></ruby>,<ruby>野菜<rt>やさい</rt></ruby>は<ruby>何<rt>なに</rt></ruby>にする？,<ruby>空心菜<rt>くうしんさい</rt></ruby>のにんにく<ruby>炒<rt>いた</rt></ruby>め。,Vegetable,What veggies?,Garlic morning glory.,Ingredient
523,Daily Food,Đậu phụ,Đậu phụ chiên hay hấp?,"Chiên giòn, chấm tương ớt.",<ruby>豆腐<rt>とうふ</rt></ruby>,<ruby>豆腐<rt>とうふ</rt></ruby>は<ruby>揚<rt>あ</rt></ruby>げる？<ruby>蒸<rt>む</rt></ruby>す？,カリッと<ruby>揚<rt>あ</rt></ruby>げて、チリソースで。,Tofu,Fry or steam tofu?,"Fried crispy, with chili sauce.",Ingredient
524,Daily Food,Nấm,Nấm gì ngon?,Nấm hương xào.,キノコ,<ruby>何<rt>なに</rt></ruby>のキノコがいい？,しいたけ<ruby>炒<rt>いた</rt></ruby>め。,Mushroom,What mushroom is good?,Stir-fried shiitake.,Ingredient
525,Daily Food,Xoài,Xoài chín chưa?,"Chín rồi, ngọt lắm.",マンゴー,マンゴー<ruby>熟<rt>じゅく</rt></ruby>した？,<ruby>熟<rt>じゅく</rt></ruby>したよ、<ruby>甘<rt>あま</rt></ruby>い。,Mango,Mango ripe?,"Yes, very sweet.",Ingredient
526,Daily Food,Dừa,Uống nước dừa không?,"Uống, mát lắm.",ココナッツ,ココナッツウォーター<ruby>飲<rt>の</rt></ruby>む？,<ruby>飲<rt>の</rt></ruby>む、さっぱりする。,Coconut,Coconut water?,"Yes, so refreshing.",Ingredient
527,Daily Food,Chanh,Vắt chanh không?,Vắt nhiều một chút.,ライム,ライム<ruby>絞<rt>しぼ</rt></ruby>る？,<ruby>多<rt>おお</rt></ruby>めに<ruby>絞<rt>しぼ</rt></ruby>って。,Lime,Squeeze lime?,A lot please.,Ingredient
528,Daily Food,Sầu riêng,Thích sầu riêng không?,"Thích lắm, thơm quá!",ドリアン,ドリアン<ruby>好<rt>す</rt></ruby>き？,<ruby>大好<rt>だいす</rt></ruby>き、いい<ruby>香<rt>かお</rt></ruby>り！,Durian,Like durian?,"Love it, smells great!",Ingredient
529,Daily Food,Thanh long,Thanh long đỏ hay trắng?,Đỏ ngọt hơn.,ドラゴンフルーツ,<ruby>赤<rt>あか</rt></ruby>と<ruby>白<rt>しろ</rt></ruby>どっち？,<ruby>赤<rt>あか</rt></ruby>の<ruby>方<rt>ほう</rt></ruby>が<ruby>甘<rt>あま</rt></ruby>い。,Dragon fruit,Red or white?,Red is sweeter.,Ingredient
530,Daily Food,Cà phê,Uống cà phê không?,Cho tôi cà phê sữa đá.,コーヒー,コーヒー<ruby>飲<rt>の</rt></ruby>む？,ベトナムアイスコーヒーを。,Coffee,Want coffee?,Iced milk coffee please.,Drink
531,Daily Food,Trà,Trà nóng hay đá?,Trà đá mát.,お<ruby>茶<rt>ちゃ</rt></ruby>,<ruby>温<rt>あたた</rt></ruby>かいお<ruby>茶<rt>ちゃ</rt></ruby>かアイスか？,アイスティーでさっぱり。,Tea,Hot or iced tea?,"Iced tea, refreshing.",Drink
532,Daily Food,Bia,Uống bia gì?,Bia Sài Gòn đi.,ビール,<ruby>何<rt>なに</rt></ruby>ビール<ruby>飲<rt>の</rt></ruby>む？,サイゴンビールにしよう。,Beer,What beer?,Saigon Beer.,Drink
533,Daily Food,Nước ép,Nước ép gì?,Nước ép cam tươi.,ジュース,<ruby>何<rt>なに</rt></ruby>ジュース？,フレッシュオレンジジュース。,Juice,What juice?,Fresh orange juice.,Drink
534,Daily Food,Trà sữa,Đi uống trà sữa không?,"Đi, trân châu nhiều nhé.",タピオカミルクティー,タピオカ<ruby>飲<rt>の</rt></ruby>みに<ruby>行<rt>い</rt></ruby>く？,<ruby>行<rt>い</rt></ruby>こう、タピオカ<ruby>多<rt>おお</rt></ruby>めで。,Bubble tea,Get bubble tea?,"Sure, extra pearls.",Drink
535,Daily Food,Sinh tố,Sinh tố gì?,"Sinh tố bơ, ngon lắm.",スムージー,<ruby>何<rt>なに</rt></ruby>のスムージー？,アボカドスムージー、<ruby>美味<rt>おい</rt></ruby>しいよ。,Smoothie,What smoothie?,"Avocado, it's great.",Drink
536,Daily Food,Nước dừa,"Nóng quá, uống gì?",Nước dừa tươi đi.,ココナッツウォーター,<ruby>暑<rt>あつ</rt></ruby>い、<ruby>何<rt>なに</rt></ruby><ruby>飲<rt>の</rt></ruby>む？,フレッシュココナッツウォーター。,Coconut water,"So hot, what to drink?",Fresh coconut water.,Drink
537,Daily Food,Rượu vang,Rượu vang đỏ hay trắng?,Đỏ đi.,ワイン,<ruby>赤<rt>あか</rt></ruby>ワインか<ruby>白<rt>しろ</rt></ruby>ワインか？,<ruby>赤<rt>あか</rt></ruby>で。,Wine,Red or white wine?,Red.,Drink
538,Daily Food,Đá,Thêm đá không?,Nhiều đá nhé.,<ruby>氷<rt>こおり</rt></ruby>,<ruby>氷<rt>こおり</rt></ruby><ruby>足<rt>た</rt></ruby>す？,<ruby>多<rt>おお</rt></ruby>めに。,Ice,More ice?,Lots of ice.,Drink
539,Daily Food,Nước mía,Đã uống nước mía chưa?,"Chưa, ngon không?",サトウキビジュース,サトウキビジュース<ruby>飲<rt>の</rt></ruby>んだことある？,ない、<ruby>美味<rt>おい</rt></ruby>しい？,Sugarcane juice,Tried sugarcane juice?,"No, is it good?",Drink
